Site,DRAIN_SQKM,PPTAVG_SITE,RH_SITE,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,BFI_AVE,STOR_NID_2009,FORESTNLCD06,PLANTNLCD06,WETLANDSNLCD06,MAINS100_FOREST,IMPNLCD06,AWCAVE,PERMAVE,WTDEPAVE,ROCKDEPAVE,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS
md10,168.5637,29.291,57,26.68231,0.161536523,3.712023,3.180224,3.601972,3.501974,3.913698,2.71725,1.417819,1.780096,1.920607,3.071579,4.500577,3.784658,-0.412214,2.00015,4.557779,7.581099,11.44441,15.34738,19.48641,19.13465,15.37561,10.03013,3.768098,0.4616167,63.33484,0,10.39388,0.07795273,0,15.07671,0.1299515,0.135028,0.467542,6,55.60293,915.4915,21.8378,-0.446197813,-0.894934362
md11,171.9954,65.821,51,64.4259,0.110884275,10.8683,8.457882,9.414863,9.883323,13.06611,8.863409,6.349837,5.742034,6.967041,7.41541,9.513298,9.828225,-11.0677,-9.54603,-7.34196,-3.28853,1.529028,5.660404,10.14051,9.419641,4.351593,-0.592629,-7.15823,-10.2299,71.34187,154.8746769,22.53775427,0,0.18733056,46.75768,0.003422185,0.06993115,4.847456,5.619303,41.81639,2957.901,46.40965,-0.416280792,0.909236109
md12,172.17,137.392,67,2.50241,0.093636665,14.63253,12.83674,15.2525,11.04061,11.31414,10.4943,12.64733,9.803562,9.631297,8.14774,10.87714,10.88821,5.269266,7.021992,11.1025,15.85006,20.11252,23.87444,25.54161,25.11968,22.10746,16.28666,10.84508,6.395023,47.18623,85.83089388,59.0475784,14.41871,1.041819,79.6201285,3.105964,0.1335639,1.828039,5.700308,57.6469,333.0122,5.355998,-0.620189855,0.784451747
md13,172.458,133.662,68,34.12828,0.031775235,12.49603,9.309819,12.46028,12.50863,14.33908,13.47826,12.70548,12.56096,13.96296,12.62226,13.51649,12.0633,-7.54764,-6.90027,-2.19546,4.146532,10.4441,14.87042,17.34965,16.52695,12.57062,6.974878,1.361962,-5.07099,48.61369,1.858887381,98.316465,0.23483977,0.65494212,82.250336,0.0244129,0.09604773,1.177162,5.40764,33.68459,769.077,19.80408,-0.995874585,-0.090740345
md14,172.5642,131.608,74,7.32788,0.033984562,14.38704,13.26562,16.31725,12.09797,14.35858,12.57836,12.54394,13.08957,13.16576,12.23113,15.189,12.8577,1.981929,3.19066,7.184205,11.68206,15.90671,19.54617,21.39674,20.72236,17.65176,12.15264,6.955746,3.036885,64.18507,0.757387685,94.923285,2.2520317,0.1783684,77.116426,0.07851861,0.1271293,2.949224,5.881747,49.12921,945.5944,24.60158,-0.375823188,0.92669139
md15,176.229,37.322,58,38.69265,0.252972901,6.032502,5.367796,6.059534,5.422202,5.412604,3.664942,1.452504,1.641325,2.323339,3.540634,6.964862,6.126531,-1.93923,0.4883076,2.887681,5.672841,9.320397,13.22345,17.31942,16.97865,13.04587,7.734614,2.417221,-0.828611,56.40878,0,27.90000614,0.6445023,0.7936265,33.3627777,0.1042082,0.1568588,1.07067,5.975214,31.83441,1145.363,21.44568,0.991137115,-0.132842836
md16,178.4169,86.485,61,4.324616,0.225687916,2.893841,4.070162,6.794179,8.200403,12.408,11.05508,7.222263,8.703665,8.044143,7.573625,5.738775,3.68819,1.901498,4.538189,9.316199,15.09627,20.06232,25.31117,28.24361,27.66665,22.98913,16.54225,8.967732,3.449045,22.47449,47.13152173,1.54458419,39.2264946,0,12.8748173,12.60024,0.1595964,2.461464,5.539847,58.32331,382.546,0.5021859,-0.665100032,0.746754276
md17,179.6103,130.569,67,2,0.088878795,13.69091,12.56401,14.66163,10.19696,10.5996,9.976375,12.58464,9.888467,8.946789,7.673115,10.41891,10.72891,6.26167,7.890244,11.92084,16.38064,20.76891,24.54332,26.08262,25.62906,22.75628,16.95072,11.5109,7.228099,46.05574,24.10939684,47.334982,13.42857255,6.506086,42.28855937,6.736785,0.1370661,1.636073,5.807742,59.09234,277.2784,3.089689,-0.843977983,0.536377818
md18,183.3435,51.29,56,58.92712,0.289645769,15.74026,12.74561,12.87652,9.598443,9.939415,5.879842,4.608413,4.138999,4.976204,6.416907,13.69936,14.77303,-9.74544,-8.06686,-4.62394,0.06675385,5.238244,9.788995,14.04916,13.28665,8.536226,2.59909,-4.64623,-8.97254,76.44096,0,36.82055521,5.22151,2.7715194,6.095825,0.1555997,0.07055701,5.665706,5.308699,47.63074,2511.807,33.82611,-0.791223533,0.61152704
md19,184.9266,32.845,60,51.89402,0.228846691,4.38247,4.235981,3.793597,2.554265,3.766758,2.623593,1.710288,1.221174,1.967188,2.121052,3.781208,4.35952,-6.43583,-4.24477,-0.0701896,5.404645,10.32731,14.6214,19.39845,18.72621,13.48831,7.346829,-0.174187,-5.45662,76.43858,0,2.89866322,25.928341,3.62771,3.38312,0.7556041,0.1121784,3.504083,5.131927,51.16121,1622.196,13.26609,-0.975799356,-0.218667825
md20,185.517,132.079,67,2.999534,0.055548242,8.947096,9.618439,13.55567,13.37938,14.17791,11.79698,9.016986,7.313135,9.849458,11.98222,15.27868,13.03048,4.812563,7.154904,11.39039,16.65673,20.7836,24.8622,27.18021,26.7758,23.17265,17.47808,11.01656,6.322257,21.06198,3.077232814,90.37501,1.8454377,0.07471013,84.79448,0.3159171,0.1155711,2.576335,5.771761,39.5689,220.511,9.742588,0.63823052,0.769845312
md22,187.9299,117.583,67,29.04687,0.087180125,8.515797,6.837749,9.422044,9.41876,10.51027,13.92758,11.09905,11.12574,11.19057,8.710574,9.944939,9.77886,-5.94042,-5.09083,-0.000485319,6.521863,12.27213,16.7309,18.89502,18.08902,14.33952,8.640887,2.697784,-3.48594,41.40574,676.2509638,81.710255,1.7590075,0.4592671,41.709927,0.05225299,0.1060233,3.984425,3.784026,52.56992,617.7835,8.323273,-0.835159979,-0.550007099
md23,187.9614,121.615,68,1,0.077923271,12.90473,11.9156,13.75776,9.015568,8.572976,9.083313,11.95476,9.821931,8.74753,7.361573,8.993831,10.00074,7.343296,9.050081,13.05569,17.3428,21.63161,25.36106,26.86188,26.39897,23.66962,17.85175,12.51987,8.336252,46.40045,16.02573188,83.30924,1.818565,4.9773513,56.111115,0.1425261,0.1337465,1.848684,5.623478,57.47127,159.5449,4.767578,-0.920159426,-0.391543908
md24,188.0622,111.402,70,11.72748,0.051225379,8.685813,7.294485,9.922562,8.512905,11.4334,9.312573,10.47152,9.883413,10.66143,8.914145,8.793896,8.692712,0.68545,1.869922,6.501547,12.05844,17.43578,22.05883,24.48811,23.56618,19.94004,13.59714,7.894858,2.467209,47.29021,9.165765369,24.617861,5.593469,4.835421825,40.31444,19.48099,0.1475551,2.928334,4.089017,56.76278,65.92496,3.156071,-0.824736643,0.565516994
md25,189.4023,102.388,64,1.039075,0.062054986,5.106738,6.766916,8.555717,8.59669,14.38424,10.52642,6.154933,5.673059,9.14194,12.20691,8.239959,7.698418,5.830256,8.34808,12.5536,17.70363,22.02094,26.43815,29.00491,28.85664,24.75963,18.91248,12.28452,7.436805,13.17292,132.1585482,5.0060112,44.13938,0.4091292,29.142911,1.200858,0.1577779,0.8053411,5.308765,57.4213,204.3506,1.196445,-0.415098188,-0.909776618
md26,194.8815,56.41,56,68.27857,0.120027244,8.178169,8.222968,9.841531,9.074049,11.16362,6.466483,3.725775,5.437309,7.371842,7.511812,8.249412,8.513715,-9.94394,-8.62453,-6.33082,-2.63811,2.157581,7.100444,11.50012,10.69511,5.567133,0.1041563,-6.24776,-9.33805,61.04979,0,16.117946,0.006003649,0.06419286,40.787358,0,0.08059862,2.7208,5.957922,60,3181.783,31.25253,-0.681991978,-0.731359653
md27,198.4896,229.221,72,49.85308,0.361990567,53.80609,41.42538,39.45636,26.24372,22.14367,14.31498,9.571586,8.294585,19.4033,34.82348,62.71628,50.00528,-0.948292,0.864926,2.686243,5.820137,8.801229,11.75249,15.07851,15.03125,12.49201,7.365123,2.370794,-0.57845,56.31739,1201.632327,76.578824,0,0.3033409,65.6744211,0.2382835,0.1325867,2.538594,4.686461,52.87655,893.5013,51.00464,0.257257603,-0.966342861
md28,209.0214,100.452,69,19.78775,0.108010036,6.231175,5.613545,7.942634,8.621935,9.721123,10.32412,10.52958,9.481857,9.8919,7.128029,8.342057,7.866333,-3.17027,-2.29686,2.799175,8.956426,14.76581,19.70539,21.96093,21.08097,17.44,11.28603,4.983857,-0.914109,38.84417,734.5214126,45.05395298,31.8576,1.4209075,40.08192814,2.413411,0.1558334,1.175431,1.870158,58.80021,338.8066,1.863278,-0.197417809,0.980319442
md29,211.0086,116.74,67,15.7207,0.040829088,8.901769,7.157253,9.807855,9.081889,11.57739,9.967452,9.607967,9.052635,11.01549,8.980424,9.341661,8.829669,-0.923765,0.3477341,5.121691,10.91757,16.34784,20.98632,23.40769,22.52452,18.76634,12.65947,6.964612,1.310793,63.5232,526.4870721,38.857514,47.20243,0.55533284,46.04853,0.6763886,0.1341519,1.772576,5.129977,57.1414,230.5517,6.892686,-0.493790104,0.869581125
md30,220.0527,213.901,75,48.28287,0.361668558,39.90532,28.16973,26.63289,19.5775,15.67221,12.36343,7.034686,6.072879,12.29218,21.13368,41.48962,39.40849,-0.959598,0.6180278,2.311467,5.120743,8.201003,11.20799,14.37212,14.36473,12.19277,7.254589,2.395206,-0.583931,57.36683,980.5605657,73.482532,0,0.7472301,55.738013,0.8525254,0.1393893,3.487429,4.499233,55.01273,919.3841,36.34184,0.67791336,-0.735141807
md31,221.6925,133.577,67,2.64783,0.072437494,14.05678,12.42012,14.66361,10.48962,10.80911,10.17651,12.47258,10.39426,10.17759,8.60116,10.29229,10.56295,5.361809,7.078099,11.21766,15.76999,20.17588,24.05645,25.73095,25.26478,22.17823,16.33674,10.97814,6.561279,47.30677,3.203572516,16.1643882,0.1242165,0.5394895,17.654465,31.03453,0.1356572,1.618383,3.727141,31.89498,292.1446,3.965264,-0.578494168,-0.815686519
md32,222.7851,146.958,76,25.44788,0.06279635,11.07356,10.26813,11.80748,11.61442,13.8545,13.27942,14.61532,12.25519,10.29514,9.623281,11.32399,11.51263,-3.7215,-2.73601,1.28922,7.224668,12.28209,16.21752,18.2423,17.41795,14.04173,8.43412,3.025606,-2.14432,38.81545,1.842982318,72.162776,3.31139709,12.942607,64.507862,0.3145161,0.1183153,4.406722,4.311466,42.68509,1023.049,8.842308,0.31367594,-0.949530097
md33,226.0719,115.808,69,23.5386,0.086553984,8.47774,7.676972,10.30022,9.707089,10.82119,12.72083,12.97343,10.72321,11.09542,7.866484,10.10576,9.324086,-4.47008,-3.22608,1.854541,8.243552,13.81946,18.34989,20.50552,19.76026,15.91438,9.930508,4.206336,-1.72423,37.96907,8.290105935,67.271121,24.91769,0,80.351723,0.4533084,0.1121285,3.716901,4.696644,39.0377,476.4129,11.01357,-0.725657841,-0.688055737
md34,226.3662,119.991,67,9.765265,0.051381877,6.183345,6.748064,10.7644,11.694,11.74724,10.48909,10.00124,9.912253,9.295384,8.723519,12.81645,9.556963,-0.192227,2.190601,7.461129,13.3277,17.90765,22.27643,24.80472,24.0632,19.99026,14.01546,7.403582,1.723735,27.46067,33.46046804,94.184511,1.55098216,0.2938159,68.637262,0.09501904,0.1031607,1.757325,4.534792,50.01608,358.5173,12.61347,-0.869322458,-0.494245347
md35,227.6181,154.789,69,29.41575,0.419821062,32.96859,28.36714,24.38584,18.32494,13.14807,8.278811,3.167308,3.681248,7.979064,16.47234,36.74575,35.97406,2.024785,3.232899,4.459969,6.974841,10.09213,13.89827,17.24163,17.44935,14.7423,9.795298,4.277577,2.445928,60.68854,482.1101661,84.06897325,0,0,59.4352029,0.03795436,0.1480753,2.350226,5.926407,44.1572,931.8419,36.9178,-0.918688524,-0.394982778
md37,231.8252,152.104,71,3.992747,0.109703555,15.1888,13.0718,16.71981,12.94325,14.14736,11.82292,11.79417,8.4208,11.265,9.140301,13.3308,14.46768,4.294388,6.319241,10.58252,15.73577,19.93573,23.75846,25.62052,25.31214,22.06495,16.02864,10.30318,5.903526,33.70275,0.297845101,95.45899,1.54330575,0.466291883,96.0604,0.08147877,0.1329998,2.663487,5.78947,31.84244,250.771,10.88223,-0.929960125,0.367660396
md38,243.5454,163.148,72,44.17809,0.358419756,49.34112,37.89573,36.20298,24.40703,20.62119,13.51258,8.886072,7.751354,17.87341,31.86714,57.31668,46.18511,-0.345488,1.425421,3.199427,6.326285,9.333632,12.2111,15.416,15.40497,12.88994,7.895652,2.935685,0.04293506,56.29544,1080.995137,76.1003118,0,0.6596306,70.277221,0.2765016,0.1392688,2.518779,4.466249,53.2956,786.8555,43.89289,-0.225989991,-0.974129624
md39,245.4543,96.679,69,20.5408,0.114797458,6.015478,5.278571,7.518359,8.556526,9.15071,10.45049,10.502,9.222025,10.32292,7.381045,8.467571,7.756342,-3.35062,-2.57977,2.474238,8.672747,14.49783,19.49788,21.70908,20.84428,17.16408,11.10612,5.00228,-0.943177,34.75674,904.8740315,29.88739344,37.82684,4.70360406,28.57567,1.964741,0.1640151,1.114298,1.451467,56.05801,302.4153,0.6155036,-0.23968416,-0.970850917
md41,251.7876,36.498,57,35.01699,0.236118527,5.46934,4.821666,5.513495,5.088607,5.178384,3.537894,1.377081,1.619557,2.26114,3.427382,6.372767,5.51935,-1.67059,0.7962009,3.212329,6.056487,9.705127,13.60824,17.63847,17.27294,13.31944,8.091804,2.718014,-0.563926,56.45,69.00341002,19.55969741,0.70773942,0.866802,30.33663,0.1139997,0.1566232,1.106424,5.956983,30.35525,1083.326,20.25735,0.977689481,-0.21005542
md42,257.8464,128.812,73,0,0.279732056,7.399831,6.954266,9.327268,5.70304,9.571591,19.07328,18.18613,18.18251,15.73998,6.94417,6.389115,6.006032,15.65916,16.77285,19.25765,21.91008,24.84743,26.95164,27.68536,27.73114,26.83314,23.55521,19.54518,16.4411,45.40405,0,3.023079,22.62405,38.715727,3.422213,6.128644,0.1220699,12.67246,2.851442,56.66092,33.04354,0.6157305,-0.096803826,0.995303481
md43,258.1965,209.167,68,20.77318,0.401055835,35.30235,27.40962,25.58922,20.49962,14.95033,9.167848,3.131969,3.954838,9.184633,18.21439,37.81125,36.35643,1.90002,2.929239,4.066992,6.335757,9.407084,13.08783,16.63889,16.69325,14.32781,9.508495,4.316882,2.675113,54.61423,0,82.16463009,0,0,71.7278648,0.0468341,0.1483214,2.381793,5.918282,43.68275,918.7104,37.80117,-0.422912455,-0.906170544
md44,261.5526,129.228,72,15.28364,0.082948536,9.707415,8.519152,10.89039,9.782066,11.84783,12.77879,14.01306,11.73923,10.47198,8.143522,9.924515,9.842781,-0.246829,0.7888216,5.456848,10.97647,16.07671,20.4245,22.51143,21.76359,18.44642,12.19196,6.336114,1.455104,27.00372,683.5527538,81.04736704,8.717061,0.02718383,46.5569147,0.5298437,0.1260785,1.120419,5.780324,37.04013,399.1132,17.31449,-0.583947918,-0.811791124
md45,266.7591,112.219,69,32.35606,0.014884039,9.776517,7.973546,9.98844,10.22372,9.904804,9.832488,9.786054,10.00089,9.382708,10.76518,11.12421,9.975179,-6.06593,-4.82117,0.1877782,6.535928,12.77078,17.63551,20.30253,19.26758,14.89584,9.018033,3.135063,-3.4329,46.96327,4.714590805,80.132523,6.1751219,4.417694,67.817055,0.8735151,0.1088344,5.254455,4.230852,52.85794,231.0737,7.441434,0.222282829,0.974982227
md47,271.2563,131.532,66,25.17418,0.018348866,11.39825,8.506207,11.2834,11.36839,10.64217,10.28843,10.50422,11.40716,10.99459,11.63914,11.84725,10.90395,-3.69156,-2.77928,2.028992,8.007401,13.76456,18.66754,21.46142,20.56842,16.25601,10.43606,4.960294,-1.15574,52.6262,11.76379682,64.283057,6.8449199,14.1184944,48.719583,1.871277,0.1272234,4.149257,3.751234,54.42604,147.3572,5.987218,-0.998594512,0.053000004
md48,272.4822,191.089,69,51.43982,0.320295196,30.32821,29.46171,21.91588,17.92731,15.26805,13.64929,8.330256,7.946989,11.43178,24.10684,39.57405,38.39216,-2.08658,-0.615232,0.4679682,3.039586,6.313993,9.671276,13.31669,13.80345,10.11464,6.057383,1.2802,-1.63523,61.4234,0.891438046,64.18030306,0,0.36695976,73.4562729,0.3843102,0.1138333,2.422571,4.993433,50.1044,1293.008,47.44131,0.999992384,0.003902873
md49,272.5416,223.075,70,44.55288,0.425194274,30.74134,24.9225,21.19146,15.66964,11.62757,7.405094,3.200619,3.241154,6.913661,14.61868,33.03202,32.85975,-0.323761,1.027472,2.351329,4.664319,8.12184,11.81459,15.65669,15.59051,12.90016,7.83735,2.489516,0.4375899,71.06128,0,85.40670687,0,0.01320899,86.53754,0.04882374,0.1462587,5.016541,5.956756,45.7883,1149.469,34.85846,0.4827796,-0.87574189
md50,274.9752,127.992,74,8.335398,0.405743512,22.66715,19.31212,18.69122,15.35221,10.67268,5.614474,2.021987,2.821328,5.141845,10.80911,24.20781,24.32193,3.887366,5.402059,6.679879,8.865683,11.97105,15.16165,18.53931,18.79027,16.69284,11.8692,6.621938,4.243512,39.35934,224.2020371,64.9226883,1.7183368,0.6552591,45.6061223,0.1282206,0.1500151,0.7353213,5.818652,47.56573,570.0668,22.79696,0.972025233,0.234876449
md51,276.0048,100.066,72,23.33372,0.071963073,8.538139,7.408763,9.271226,9.768899,11.39913,10.21296,11.27826,9.796512,8.840456,7.872864,9.07669,8.437944,-3.60481,-2.26589,2.265182,8.321569,13.67857,17.95006,20.15852,19.4782,15.82143,9.773748,4.207958,-1.38112,40.69623,142.8200162,85.29602,9.324294,0.15064956,78.358143,0.1815849,0.1057946,6.546845,5.032546,39.51947,732.2175,18.94096,-0.986306334,-0.164923664
md52,285.1542,54.903,54,47.57584,0.201354802,8.01261,7.339815,8.304764,6.66996,6.35293,3.142872,3.095411,3.330709,4.633515,6.403463,7.665247,6.425919,-5.16058,-3.75358,-0.496534,3.982637,8.927645,13.62962,18.05778,17.39438,12.39705,6.517736,-0.391723,-4.18865,69.72945,1.647434967,67.6228848,2.0458402,0.2720633,32.597661,1.696498,0.1173425,1.69657,5.708481,54.73613,2181.404,22.57135,0.563958516,0.82580312
md53,285.849,119.62,69,0.9851831,0.039362183,12.68198,11.23852,12.7634,8.241125,7.795577,10.38326,11.42103,11.59989,9.432135,7.538982,8.080964,9.249203,7.647656,9.35088,13.26859,17.45892,21.68508,25.25561,26.82144,26.2772,23.49379,17.83348,12.77328,8.70262,50.41574,8.626932401,53.84402,17.133592,9.4351564,29.138386,0.813907,0.1256324,3.100125,4.628268,60,122.6936,1.765503,-0.163279815,0.9865798
md54,306.9972,80.241,69,20.05544,0.291484004,2.666263,2.296644,4.638748,6.900951,8.488452,9.39561,9.631035,10.66209,9.9825,6.483777,5.561797,3.367908,-10.6869,-8.61415,-2.49824,5.69276,12.38893,17.43054,19.98847,18.7701,14.00228,7.899684,-0.16673,-7.38204,67.37526,1.927835172,45.000994,22.213204,27.8342874,28.849256,0.2931711,0.1575647,4.538541,4.558654,60,390.0744,1.922628,-0.774282204,0.632840476
md55,317.6342,119.175,66,5.816631,0.064550744,6.414798,7.292301,11.58642,11.72943,14.56788,13.05249,8.107612,8.837226,12.20388,10.30245,12.62953,9.165581,2.35919,4.513141,9.001945,14.50285,18.59005,22.91646,25.4415,25.03486,21.19615,15.40924,8.90489,4.021994,32.25847,1.366401981,60.008271,23.46970549,0.728487579,37.2811779,2.91503,0.1065259,1.947178,5.922882,42.54612,484.214,10.46249,0.756875297,-0.65355932
md56,329.544,132.157,70,7.088134,0.049837656,11.19174,10.52412,13.48097,10.36069,12.56007,11.3185,10.46674,10.62158,10.68353,9.189515,10.66349,9.539163,2.70189,4.103354,8.063255,12.83243,17.16538,20.9139,22.80999,22.2376,18.99157,13.47526,8.115104,3.811988,54.87076,1.092527857,85.655997,7.3227549,0.154031,64.041504,0.508611,0.131645,2.871263,5.561523,49.51039,645.6289,21.97293,-0.306798521,0.951774484
md57,332.5957,85.02,69,21.19197,0.317510454,3.191849,2.307518,4.817614,5.895068,8.715668,10.52656,11.85083,11.32688,10.56837,7.747454,5.881151,3.080563,-12.1372,-9.6272,-3.45338,4.912707,11.94957,16.94682,19.61088,18.48364,13.81092,7.57496,-1.18983,-8.83783,68.70802,73.47677676,68.121067,1.5289983,15.1086691,46.46054,0.2517326,0.1515125,5.907099,3.595992,59.76971,434.0207,3.05229,0.178973933,-0.983853816
md58,333.0387,45.351,54,65.48904,0.209099517,10.02686,7.92741,7.807333,6.699518,7.349397,4.643567,3.880771,4.370106,4.135303,4.994519,9.27481,9.499001,-9.76012,-7.97601,-4.70953,0.2192131,5.431071,9.871853,14.07731,13.25698,8.460425,2.811536,-4.66859,-8.93231,76.51534,0.559043138,42.6134233,0.13187654,3.077751,26.6875344,0.4494153,0.09860425,4.539454,5.453476,41.60007,2436.589,24.70096,0.41262754,-0.910899837
md59,335.5515,105.531,72,12.42625,0.051614887,14.74411,14.02732,16.49488,12.10128,13.91814,12.75984,11.87259,12.53881,13.09221,11.73966,14.56423,13.3449,0.7733745,2.014005,5.951268,10.34292,14.46317,18.04736,19.86761,19.20688,16.33461,10.96456,5.86783,1.997037,61.08716,9.30762938,85.771721,6.6587093,0.09628924,56.116483,0.3753001,0.1274658,3.129714,5.877009,55.77145,1228.624,30.26778,0.978001011,0.208600149
md60,335.9349,85.256,69,19.55741,0.424492712,18.50383,14.86636,13.9388,9.784818,7.797062,3.542075,1.654282,2.55667,4.049969,9.242002,19.58462,20.07277,2.398409,3.807937,5.094737,7.557205,11.13288,14.85371,19.13096,19.04778,16.34133,11.07682,5.265345,2.705305,62.36651,1.835176994,64.94142044,0.09966217,0.001339545,53.6289036,0.05601174,0.1261511,1.084688,5.678276,42.47839,949.7333,30.18748,-0.838075008,-0.545555021
md61,345.9087,143.184,72,40.0502,0.343128973,35.71514,26.03823,24.82885,18.97217,15.1654,12.1839,6.888184,6.038936,11.66731,19.87937,38.02365,35.55451,-0.0829648,1.480562,3.127407,5.853551,8.998175,11.90938,14.91701,14.93219,12.68669,7.978694,3.217575,0.3541461,59.83433,623.8452372,78.7208314,0.05203685,0.8768209,68.3330317,0.858301,0.1400975,4.20147,4.523231,55.77127,765.9612,29.44458,0.089068137,-0.996025535
md63,355.0644,104.702,67,26.43705,0.100920119,6.907036,6.097038,8.713106,8.326577,9.543511,12.56603,9.904602,9.468354,9.804738,8.233403,9.105705,7.383863,-5.40007,-4.5337,0.2312442,6.698171,12.65527,17.21012,19.47788,18.66071,14.80683,9.012562,3.006535,-3.11534,39.69448,0,88.330509,6.8415474,0.10595261,83.500704,0.04579535,0.1052523,4.008705,4.146502,51.2935,576.1971,21.14914,-0.999940581,-0.010901111
md64,362.5712,78.518,68,24.01553,0.275190194,2.893746,2.415504,4.675722,5.992635,8.242044,9.341143,8.805041,9.801831,10.24758,6.702936,5.568329,3.449783,-11.4876,-9.49491,-3.65277,4.454416,11.44568,16.43447,18.87589,17.58358,12.89472,6.998985,-1.17423,-8.14165,68.28252,1.190248977,46.357812,1.20835386,46.978615,16.8243015,0.07872423,0.1695827,5.360662,3.389672,59.86031,471.192,1.569254,-0.25413777,0.967168028
md65,379.7046,86.006,72,23.57743,0.101395694,5.45668,4.682411,6.206957,7.283364,7.269907,8.816512,7.438684,8.339308,9.22699,7.185229,7.129414,6.663012,-4.10359,-3.6733,0.8384017,7.465355,13.72466,19.07735,21.70336,20.77213,16.76865,10.74746,4.739513,-1.44903,52.90685,10.48540629,19.4702912,32.615772,4.8538261,42.292042,7.768975,0.124179,3.403832,3.464364,53.18087,172.0454,3.098117,0.967319108,-0.253562108
md66,385.4223,53.068,69,3.538143,0.583680106,11.17203,11.47709,10.56778,4.517227,2.172191,0.5408894,0.0982573,0.2592323,1.074259,3.674702,7.765386,8.83287,7.791883,8.740737,9.350967,11.35351,14.79833,18.61,21.93388,21.60367,20.36001,16.68042,11.4651,8.386956,31.90767,321.6043545,38.58404701,0.03526003,0.3131371,54.662447,0.1049511,0.1414248,2.01772,5.942633,23.29779,718.3759,25.76062,-0.023210794,-0.999730593
md67,407.5902,114.762,69,23.36771,0.09930666,7.659453,6.939811,9.421354,9.043603,10.37953,12.74348,11.80125,10.39584,10.55468,7.769695,9.357678,8.645195,-4.53262,-3.38506,1.606651,8.015453,13.62731,18.24745,20.41414,19.6275,15.7398,9.722101,4.003155,-1.89916,39.62713,2.262772756,67.001043,21.891764,0.00110405,75.174733,1.482269,0.1212244,2.426728,4.224452,42.01223,479.731,9.956538,-0.419095567,-0.907942127
md69,413.9685,28.398,60,45.20546,0.146961552,4.742989,4.303495,6.19457,6.88149,9.332967,7.212358,4.452997,4.610918,4.661288,4.257104,4.776723,4.791125,-7.36028,-5.4676,-3.13561,0.8720836,5.396909,9.512609,13.592,13.11383,8.095044,2.786658,-3.20813,-6.5167,78.50803,60.27267292,62.09363631,1.336406,0.5643908,41.7725973,1.196382,0.08320576,2.732498,5.911576,57.83099,2169.145,24.9407,0.435354761,0.900258981
md70,414.2997,183.009,67,40.07291,0.385347727,25.80125,19.93704,20.02596,15.66874,11.62397,7.55417,2.988069,3.36235,6.430699,13.0958,28.12106,27.12365,0.1900647,1.317372,2.61982,4.653172,7.924608,11.45128,15.17909,15.41312,12.86371,7.839452,2.649326,0.6928542,72.45386,0,92.31599,0,0.0619117,88.71868,0.02057424,0.1502038,2.97066,5.940522,43.95105,1280.836,28.67709,0.753067529,-0.657943232
md71,418.3704,131.675,68,3.062837,0.069903167,14.13308,12.3977,14.77483,10.59111,10.89495,10.15224,11.82076,10.75939,10.51132,9.071787,10.26629,10.84612,5.176755,6.875397,11.017,15.59755,19.9855,23.87277,25.59073,25.11723,22.01057,16.16219,10.81963,6.412075,50.30169,20.79213778,21.8218077,1.547361,1.667612722,55.951232,23.3298,0.1328016,1.946321,5.213072,50.76617,295.4758,4.003537,-0.998994185,-0.044839922
md72,421.0011,119.925,66,5.610431,0.07605956,5.703703,6.226195,10.82722,11.11658,13.50124,12.95417,8.029092,8.39095,12.63117,9.843998,12.02296,8.782497,2.084955,4.457275,9.087377,14.74616,18.93654,23.35612,25.99623,25.64646,21.56712,15.59543,8.971287,3.875473,45.18561,3.409045725,38.79033027,53.8175059,0.08508291,36.5656135,0.6496829,0.1072404,1.643999,5.339398,58.48006,359.2161,4.107265,0.31498652,-0.949096145
md74,443.0349,124.45,67,29.85234,0.04506508,10.77035,8.281214,11.002,11.43429,13.19515,12.4575,11.86288,11.48226,12.5781,11.0948,11.93078,10.70565,-6.36934,-5.83063,-0.879551,5.640918,11.80138,16.35882,18.97118,18.05844,14.07561,8.327482,2.467812,-4.00245,48.90142,431.0317494,86.81899,2.8757105,1.7448064,68.116315,0.9267604,0.09919306,1.297534,4.196726,44.68909,577.5313,12.47059,-0.95084055,0.309680882
